code,date,big1000,big400,retail,people
2024,20260918,80.78,83.02,10.98,50374.0
2025,20260918,59.38,62.64,22.16,30245.0
2027,20260918,73.74,77.8,13.74,105184.0
2028,20260918,81.29,83.45,11.24,21333.0
2029,20260918,67.77,71.56,17.58,14159.0
2030,20260918,48.4,54.0,33.04,55045.0
2031,20260918,53.63,58.44,28.84,65348.0
2032,20260918,49.58,59.23,29.53,12130.0
2033,20260918,66.76,78.33,11.12,4422.0
2034,20260918,44.3,50.93,32.24,37838.0
2035,20260918,96.11,96.58,1.76,20739.0
2038,20260918,49.46,53.95,34.19,26130.0
2049,20260918,60.33,70.41,19.11,65397.0
2056,20260918,85.71,93.38,1.51,254.0
2058,20260918,18.54,26.02,42.54,37095.0
2059,20260918,54.18,65.2,13.53,51407.0
2060,20260918,87.22,87.22,2.77,135.0
2061,20260918,30.52,47.52,30.09,11658.0
2062,20260918,55.43,61.46,23.93,11499.0
2063,20260918,37.55,52.59,24.72,3380.0
2064,20260918,72.44,83.08,7.44,1627.0
2065,20260918,44.41,52.02,34.86,49503.0
2066,20260918,53.56,68.75,20.73,3089.0
2067,20260918,49.07,56.54,22.41,2231.0
2068,20260918,100.0,100.0,0.0,1.0
2069,20260918,53.44,64.2,22.11,9108.0
2070,20260918,47.35,63.06,28.4,5250.0
2071,20260918,73.64,85.21,6.08,904.0
2072,20260918,71.39,74.17,15.0,10284.0
2073,20260918,51.61,75.22,6.27,642.0
2101,20260918,58.47,64.6,19.01,37161.0
2102,20260918,78.03,81.8,10.44,79235.0
2103,20260918,54.78,59.61,24.51,81957.0
2104,20260918,37.59,45.46,30.61,107608.0
2105,20260918,77.36,80.43,12.39,81598.0
2106,20260918,74.7,79.82,11.83,33200.0
2107,20260918,58.83,64.34,23.69,47929.0
2108,20260918,65.39,71.19,20.47,53100.0
2109,20260918,66.68,74.51,12.88,35142.0
2113,20260918,0.0,0.0,99.97,14.0
2114,20260918,59.19,65.44,19.43,5305.0
2115,20260918,58.78,70.51,13.87,3611.0
2201,20260918,60.06,63.88,24.66,94597.0
2204,20260918,70.97,73.81,19.28,42465.0
2206,20260918,81.7,85.53,9.5,67819.0
2207,20260918,83.23,89.76,3.12,13303.0
2208,20260918,49.73,54.93,29.68,123462.0
2211,20260918,77.19,80.77,13.02,24853.0
2221,20260918,66.93,68.86,20.91,4387.0
2226,20260918,100.0,100.0,0.0,1.0
2227,20260918,93.27,93.51,5.22,7473.0
2228,20260918,53.88,55.88,31.95,9705.0
2229,20260918,0.0,41.04,24.5,59.0
2230,20260918,33.58,45.83,30.48,11596.0
2231,20260918,60.99,65.29,24.39,13682.0
2233,20260918,34.51,41.68,41.3,38525.0
2235,20260918,76.08,83.99,13.29,1363.0
2236,20260918,66.58,74.01,12.69,3261.0
2237,20260918,70.63,76.89,10.35,3302.0
2239,20260918,78.12,80.09,9.2,2712.0
2241,20260918,32.38,42.13,29.52,28916.0
2243,20260918,53.78,67.52,14.46,2838.0
2245,20260918,66.91,80.22,7.62,501.0
2246,20260918,65.07,68.53,18.41,2884.0
2247,20260918,72.7,76.68,15.84,7933.0
2248,20260918,67.58,78.32,9.19,936.0
2249,20260918,54.24,70.68,17.21,1301.0
2250,20260918,48.97,51.37,35.44,9450.0
2252,20260918,76.03,80.85,8.47,1735.0
2254,20260918,89.33,93.62,3.04,2678.0
2255,20260918,71.28,80.27,10.42,1940.0
2256,20260918,41.47,57.47,23.29,2315.0
2258,20260918,92.82,93.9,2.97,8969.0
2301,20260918,75.22,80.88,13.13,188116.0
2302,20260918,57.35,62.18,29.87,24507.0
2303,20260918,72.08,74.87,19.29,971468.0
2305,20260918,62.22,67.44,22.52,23002.0
2308,20260918,73.59,80.26,11.35,635776.0
2312,20260918,44.18,48.65,39.55,200632.0
2313,20260918,54.07,59.24,34.33,295320.0
2314,20260918,5.51,11.52,68.0,53079.0
2316,20260918,56.42,64.41,27.93,61158.0
2317,20260918,66.76,69.44,22.61,1140654.0
2318,20260918,22.81,27.01,51.45,28529.0
2321,20260918,100.0,100.0,0.0,1.0
2323,20260918,39.21,46.13,34.09,128069.0
2324,20260918,59.68,63.78,26.97,320428.0
2326,20260918,6.51,12.69,65.62,48274.0
2327,20260918,62.66,67.05,25.24,624900.0
2328,20260918,37.26,41.35,46.26,118167.0
2329,20260918,46.67,50.59,39.72,128760.0
2330,20260918,84.7,87.48,8.83,3050518.0
2331,20260918,54.27,58.97,30.26,56554.0
2332,20260918,29.05,34.3,44.5,104030.0
2333,20260918,20.37,29.04,52.3,87645.0
2335,20260918,25.39,35.58,38.14,6028.0
2337,20260918,35.87,40.49,48.01,494950.0
2338,20260918,39.9,44.7,43.79,87648.0
2340,20260918,33.18,38.11,45.66,109766.0
2341,20260918,86.94,86.94,11.14,23853.0
2342,20260918,32.65,36.94,52.25,142082.0
2344,20260918,64.01,67.54,25.41,585563.0
2345,20260918,56.34,70.25,10.81,100854.0
2347,20260918,84.9,88.74,6.91,40809.0
2348,20260918,65.24,70.03,22.16,25141.0
2349,20260918,21.72,28.73,49.48,143287.0
2351,20260918,68.67,77.6,13.73,19961.0
2352,20260918,43.47,48.16,36.08,192953.0
2353,20260918,33.85,38.31,45.7,389687.0
2354,20260918,46.98,49.99,40.04,185134.0
2355,20260918,33.55,41.15,44.96,76103.0
2356,20260918,70.74,73.89,20.43,246716.0
2357,20260918,65.92,74.87,14.51,112376.0
2358,20260918,24.24,28.0,52.11,39731.0
2359,20260918,39.2,47.31,44.15,63619.0
2360,20260918,53.01,69.96,8.48,32870.0
2361,20260918,47.24,52.97,32.06,19314.0
2362,20260918,77.15,81.04,12.81,31275.0
2363,20260918,30.96,35.16,51.41,129468.0
2364,20260918,51.35,56.08,32.27,56110.0
2365,20260918,19.65,23.59,64.76,98404.0
2367,20260918,25.15,28.82,60.57,189659.0
2368,20260918,68.12,76.42,12.72,112573.0
2369,20260918,26.31,30.86,57.06,127578.0
2371,20260918,43.82,48.63,36.25,268143.0
2373,20260918,86.21,87.27,10.16,14140.0
2374,20260918,21.55,25.61,60.55,104927.0
2375,20260918,15.31,23.87,66.32,77744.0
2376,20260918,65.14,72.61,19.06,94521.0
2377,20260918,62.1,68.21,23.75,97855.0
2378,20260918,26.97,33.79,41.71,17778.0
2379,20260918,59.29,74.01,10.39,86475.0
2380,20260918,32.78,35.88,48.18,23544.0
2381,20260918,0.0,0.0,32.56,2565.0
2382,20260918,81.7,85.35,10.72,275649.0
2383,20260918,55.54,68.04,12.85,121470.0
2384,20260918,20.93,28.02,45.07,157967.0
2385,20260918,68.14,74.27,17.34,51453.0
2387,20260918,52.6,58.23,29.58,16940.0
2388,20260918,67.96,71.38,21.57,54188.0
2390,20260918,33.81,38.83,44.48,62193.0
2392,20260918,46.12,50.65,38.19,65497.0
2393,20260918,59.61,67.13,22.4,51304.0
2395,20260918,77.11,85.02,5.43,35476.0
2396,20260918,37.15,45.53,28.69,56590.0
2397,20260918,65.42,69.14,22.19,9193.0
2398,20260918,32.8,36.58,42.05,38407.0
2399,20260918,23.78,33.43,53.52,54114.0
2401,20260918,35.75,41.55,42.52,131202.0
2402,20260918,32.92,38.04,49.47,82555.0
2404,20260918,39.17,53.58,28.0,69620.0
2405,20260918,19.47,24.64,55.28,96974.0
2406,20260918,17.28,24.3,59.39,115947.0
2407,20260918,27.9,37.89,33.73,48652.0
2408,20260918,80.0,82.81,12.5,370062.0
2409,20260918,45.71,50.23,33.56,629821.0
2410,20260918,23.71,36.35,29.82,12540.0
2412,20260918,77.93,79.65,14.16,298660.0
2413,20260918,50.42,55.44,35.5,27323.0
2414,20260918,49.74,59.59,25.98,15690.0
2415,20260918,58.53,63.61,27.51,8822.0
2417,20260918,39.0,42.15,47.0,61594.0
2418,20260918,42.17,47.82,32.35,64447.0
2419,20260918,62.61,64.89,27.73,37882.0
2420,20260918,39.27,48.59,37.75,39115.0
2421,20260918,52.55,64.09,22.8,54244.0
2423,20260918,69.54,76.21,11.63,6176.0
2424,20260918,79.18,80.85,14.2,4336.0
2425,20260918,38.88,47.52,40.31,44087.0
2426,20260918,41.01,45.25,41.84,112316.0
2427,20260918,50.19,53.7,34.48,21943.0
2428,20260918,51.75,60.22,25.86,19165.0
2429,20260918,42.61,48.39,39.88,27490.0
2430,20260918,57.0,63.42,25.66,37946.0
2431,20260918,36.0,42.04,41.66,51582.0
2432,20260918,72.93,77.54,10.05,1258.0
2433,20260918,77.79,79.0,16.06,7853.0
2434,20260918,74.38,78.19,18.05,5997.0
2435,20260918,28.75,32.68,47.08,8964.0
2436,20260918,18.14,26.19,59.03,75675.0
2438,20260918,49.52,58.54,26.37,26480.0
2439,20260918,22.12,30.31,55.05,71651.0
2440,20260918,67.57,70.28,19.11,8647.0
2441,20260918,63.61,68.97,23.76,59612.0
2442,20260918,48.73,54.67,27.84,49910.0
2443,20260918,45.97,55.25,26.83,30669.0
2444,20260918,22.01,30.92,43.79,36064.0
2445,20260918,12.45,15.7,57.58,6213.0
2449,20260918,54.88,60.64,30.25,270590.0
2450,20260918,75.97,76.82,18.31,17522.0
2451,20260918,64.76,70.76,19.04,45425.0
2453,20260918,41.48,48.14,42.14,25579.0
2454,20260918,63.49,73.91,11.94,572616.0
2455,20260918,40.71,57.16,24.72,62185.0
2457,20260918,24.51,29.1,54.24,112322.0
2458,20260918,48.77,57.31,30.81,63572.0
2459,20260918,41.95,52.93,27.01,15067.0
2460,20260918,53.72,58.43,27.74,44599.0
2461,20260918,37.09,45.79,31.7,49994.0
2462,20260918,50.31,56.07,29.03,26091.0
2464,20260918,40.78,48.21,39.66,88839.0
2465,20260918,32.38,41.1,43.0,48751.0
2466,20260918,80.91,87.44,7.94,5509.0
2467,20260918,58.9,69.36,19.5,47621.0
2468,20260918,50.02,50.77,39.24,11320.0
2471,20260918,6.74,24.48,59.79,36849.0
2472,20260918,48.51,57.86,34.29,37762.0
2474,20260918,67.8,72.12,20.37,52057.0
2475,20260918,64.6,71.17,14.68,226580.0
2476,20260918,59.95,67.78,20.83,19248.0
2477,20260918,66.99,73.57,18.56,11699.0
2478,20260918,46.82,57.11,31.06,59068.0
2479,20260918,25.7,32.48,51.63,13053.0
2480,20260918,18.11,31.77,45.35,41995.0
2481,20260918,51.46,56.62,35.39,104016.0
2482,20260918,35.02,40.5,46.63,38589.0
2483,20260918,56.11,64.03,24.57,9406.0
2484,20260918,16.57,24.23,65.8,89185.0
2485,20260918,20.45,23.27,66.14,136781.0
2486,20260918,29.19,36.83,46.42,90488.0
2488,20260918,44.68,52.72,28.8,40634.0
2489,20260918,27.85,31.76,56.1,132519.0
2490,20260918,15.55,21.55,48.92,15415.0
2491,20260918,67.16,75.16,16.86,13357.0
2492,20260918,59.31,63.21,30.95,123432.0
2493,20260918,42.59,52.39,35.52,45778.0
2494,20260918,73.06,81.48,14.99,10286.0
2495,20260918,45.94,50.97,36.74,38208.0
2496,20260918,35.02,49.57,33.01,4233.0
2497,20260918,57.65,65.5,23.67,11948.0
2498,20260918,33.45,39.14,44.44,163905.0
2499,20260918,37.98,44.19,33.2,47823.0
2501,20260918,72.46,77.16,13.89,44244.0
2504,20260918,69.97,75.09,14.52,89939.0
2505,20260918,75.62,80.02,11.9,23760.0
2506,20260918,72.37,77.06,13.84,65349.0
2509,20260918,63.89,69.65,17.66,16383.0
2511,20260918,75.47,80.74,9.02,45958.0
2512,20260918,25.06,34.23,35.07,43909.0
2514,20260918,85.09,88.1,6.24,17693.0
2515,20260918,53.56,60.84,22.99,142011.0
2516,20260918,65.6,73.15,14.81,49027.0
2520,20260918,71.01,74.97,16.19,76589.0
2521,20260918,25.85,35.27,38.17,25293.0
2523,20260918,36.04,44.79,28.67,14033.0
2524,20260918,91.59,93.21,4.07,7572.0
2525,20260918,20.38,31.82,37.93,52522.0
2527,20260918,76.26,80.97,9.84,7585.0
2528,20260918,79.06,84.38,7.4,8319.0
2530,20260918,82.08,85.89,5.8,30920.0
2533,20260918,26.11,38.32,37.56,14042.0
2534,20260918,66.24,72.68,14.81,63125.0
2535,20260918,54.87,60.97,25.49,63408.0
2536,20260918,69.9,78.36,9.06,8341.0
2537,20260918,53.35,61.31,23.36,43284.0
2538,20260918,65.86,73.72,12.11,28679.0
2539,20260918,84.29,86.87,6.93,20473.0
2540,20260918,89.21,91.12,5.13,17376.0
2542,20260918,62.69,65.96,22.12,104507.0
2543,20260918,67.48,71.44,18.71,32142.0
2545,20260918,73.91,76.75,15.36,16418.0
2546,20260918,59.26,63.27,23.86,53817.0
2547,20260918,63.93,70.51,15.07,74458.0
2548,20260918,38.95,49.39,33.65,40751.0
2553,20260918,11.16,18.92,60.58,19287.0
2566,20260918,0.0,0.0,62.13,325.0
2569,20260918,74.73,83.38,5.97,61.0
2572,20260918,57.57,83.39,4.57,14.0
2591,20260918,0.0,0.0,66.79,80.0
2592,20260918,82.1,90.43,3.09,57.0
2596,20260918,61.73,72.24,12.85,3238.0
2597,20260918,78.08,81.38,10.18,12922.0
2599,20260918,51.78,66.04,8.6,1377.0
2601,20260918,26.55,32.08,46.48,107854.0
2603,20260918,70.35,75.44,17.57,270028.0
2605,20260918,49.18,55.44,31.79,105784.0
2606,20260918,75.36,78.89,14.81,45568.0
2607,20260918,71.58,78.13,13.33,38922.0
2608,20260918,71.3,76.55,16.61,51913.0
2609,20260918,60.59,63.59,30.2,353197.0
2610,20260918,70.15,73.04,18.2,243591.0
2611,20260918,44.1,48.03,38.99,50604.0
2612,20260918,71.73,76.42,16.18,36588.0
2613,20260918,49.59,56.34,32.36,40086.0
2614,20260918,41.22,46.09,38.44,100812.0
2615,20260918,86.89,89.72,6.97,91546.0
2616,20260918,41.0,45.06,43.44,213603.0
2617,20260918,59.7,65.58,23.36,27678.0
2618,20260918,79.4,82.6,11.54,195586.0
2622,20260918,0.0,0.0,29.0,11.0
2626,20260918,0.0,0.0,78.3,296.0
2630,20260918,61.7,63.97,29.1,23421.0
2633,20260918,85.24,86.99,8.62,104280.0
2634,20260918,46.38,48.71,38.27,116677.0
2636,20260918,37.76,44.55,43.05,55318.0
2637,20260918,78.5,84.06,8.22,23392.0
2639,20260918,99.01,99.01,0.74,1106.0
2640,20260918,58.2,73.71,11.1,3451.0
2641,20260918,22.66,28.75,50.82,80127.0
2642,20260918,60.38,60.38,35.63,19566.0
2643,20260918,58.78,63.96,27.89,4282.0
2644,20260918,74.84,80.03,9.3,2502.0
2645,20260918,78.21,80.91,13.54,31067.0
2646,20260918,63.6,65.32,26.83,241580.0
2701,20260918,84.55,86.34,7.16,14734.0
2702,20260918,72.55,73.71,17.71,12349.0
2704,20260918,83.74,88.72,5.19,30485.0
2705,20260918,60.56,66.68,22.3,83218.0
2706,20260918,81.57,85.41,6.91,16068.0
2707,20260918,54.75,60.9,29.35,18059.0
2712,20260918,86.86,90.79,5.22,2017.0
2714,20260918,0.0,0.0,99.97,3935.0
2717,20260918,0.0,0.0,1.88,8.0
2718,20260918,88.24,88.24,6.44,2632.0
2719,20260918,89.18,90.67,8.03,3285.0
2720,20260918,48.9,61.03,14.08,2751.0
2722,20260918,82.09,87.26,8.41,4911.0
2723,20260918,61.82,69.94,17.48,8954.0
2724,20260918,81.32,84.77,5.58,1024.0
2726,20260918,49.92,65.06,18.75,2437.0
2727,20260918,17.19,39.17,37.5,148854.0
2729,20260918,59.29,67.84,24.87,6239.0
2730,20260918,86.67,86.67,4.7,2322.0
2731,20260918,33.76,43.59,43.29,30592.0
2732,20260918,54.13,59.08,33.32,6057.0
2733,20260918,75.36,77.51,11.96,683.0
2734,20260918,31.34,38.98,44.63,28698.0
2735,20260918,0.0,0.0,99.99,21.0
2736,20260918,46.33,55.95,26.43,6296.0
2738,20260918,94.86,97.88,0.17,57.0
2739,20260918,69.15,73.84,17.45,5363.0
2740,20260918,72.53,72.53,7.02,2928.0
2741,20260918,48.86,64.85,21.32,1725.0
2743,20260918,50.27,52.86,37.57,6742.0
2745,20260918,51.28,51.28,38.5,5255.0
2748,20260918,59.44,61.46,27.74,9570.0
2749,20260918,33.27,75.15,6.11,248.0
2750,20260918,88.06,98.53,0.2,180.0
2751,20260918,60.32,60.32,21.73,1562.0
2752,20260918,40.59,63.58,16.22,2577.0
2753,20260918,43.81,54.93,27.65,11892.0
2754,20260918,66.51,73.13,18.37,4355.0
2755,20260918,58.35,66.35,17.57,3855.0
2756,20260918,53.58,71.14,14.91,1611.0
2758,20260918,46.27,73.57,13.4,7436.0
2759,20260918,100.0,100.0,0.0,1.0
2760,20260918,84.47,89.22,2.72,169.0
2761,20260918,46.07,57.63,14.62,668.0
2762,20260918,80.89,85.48,8.53,6153.0
2801,20260918,74.11,77.8,10.94,279530.0
2807,20260918,0.0,0.0,92.69,7182.0
2811,20260918,26.43,34.55,38.88,52223.0
2812,20260918,54.24,59.38,21.07,248102.0
2816,20260918,75.68,81.02,8.77,10454.0
2820,20260918,62.33,66.14,19.64,73454.0
2825,20260918,0.0,5.7,87.03,9438.0
2827,20260918,29.7,36.75,38.39,30310.0
2831,20260918,57.23,62.09,19.43,42056.0
2832,20260918,63.34,69.4,16.53,19611.0
2834,20260918,55.38,61.0,20.04,393426.0
2836,20260918,82.72,85.63,7.73,35388.0
2838,20260918,88.8,90.49,5.39,50682.0
2841,20260918,50.11,57.39,20.66,60338.0
2845,20260918,71.36,75.87,11.72,99300.0
2849,20260918,97.98,98.44,0.84,9876.0
2850,20260918,57.79,67.93,18.69,17918.0
2851,20260918,66.72,71.46,16.35,27596.0
2852,20260918,54.07,66.68,16.95,21704.0
2855,20260918,72.23,77.23,11.86,57998.0
2880,20260918,79.74,82.15,10.04,471361.0
2881,20260918,84.58,86.78,8.61,377527.0
2882,20260918,83.53,85.93,9.15,399393.0
2883,20260918,65.55,69.29,18.1,720136.0
2884,20260918,70.43,74.54,14.98,622271.0
2885,20260918,80.26,82.93,11.06,452210.0
2886,20260918,81.93,83.47,11.58,456185.0
2887,20260918,71.7,75.71,13.09,711640.0
2889,20260918,69.61,72.28,18.64,220975.0
2890,20260918,78.13,81.27,11.11,451611.0
2891,20260918,79.14,81.98,11.16,577419.0
2892,20260918,68.44,72.34,15.23,435704.0
2897,20260918,82.54,86.64,6.4,27336.0
2901,20260918,71.6,79.14,11.09,13615.0
2902,20260918,36.81,47.86,29.67,11477.0
2903,20260918,76.78,79.9,12.38,58549.0
2904,20260918,50.17,54.26,32.78,16824.0
2905,20260918,81.23,84.42,8.03,26993.0
2906,20260918,59.24,65.1,21.54,17599.0
2908,20260918,90.12,92.32,4.58,10793.0
2910,20260918,92.95,96.61,0.88,1368.0
2911,20260918,40.99,45.98,40.93,39678.0
2912,20260918,79.62,84.06,10.79,73948.0
2913,20260918,50.15,57.4,26.29,113176.0
2915,20260918,64.03,69.63,16.85,58223.0
2916,20260918,51.07,58.93,24.96,4635.0
2920,20260918,35.79,35.79,46.63,974.0
2923,20260918,99.36,99.53,0.26,5129.0
2924,20260918,84.08,89.51,2.89,462.0
2926,20260918,65.19,74.63,11.83,2131.0
2929,20260918,24.94,32.22,41.92,50388.0
2936,20260918,98.55,99.52,0.22,154.0
2937,20260918,71.58,84.56,3.95,943.0
2938,20260918,67.54,69.37,23.43,1582.0
2939,20260918,53.88,76.14,9.4,7046.0
2940,20260918,16.94,58.12,3.26,237.0
2941,20260918,20.62,66.47,12.38,3070.0
2942,20260918,88.06,90.71,5.13,1646.0
2945,20260918,83.48,83.48,11.64,3098.0
2947,20260918,54.68,62.81,12.96,11681.0
2948,20260918,69.09,80.37,10.47,1077.0
2949,20260918,62.46,81.77,6.6,2807.0
3001,20260918,10.82,19.56,50.63,6675.0
3002,20260918,59.19,65.36,23.8,9026.0
3003,20260918,52.54,59.96,28.34,15903.0
3004,20260918,45.84,58.28,23.96,18349.0
3005,20260918,68.51,73.55,17.1,48860.0
3006,20260918,47.03,56.7,29.87,67333.0
3008,20260918,38.75,55.61,21.65,121564.0
3010,20260918,51.67,62.65,22.69,50049.0
3011,20260918,27.18,35.77,41.0,48844.0
3013,20260918,39.71,44.59,45.85,48366.0
3014,20260918,20.83,32.02,48.55,54195.0
3015,20260918,54.47,63.74,24.73,17045.0
3016,20260918,66.35,69.9,23.95,41886.0
3017,20260918,55.03,67.72,13.49,101175.0
3018,20260918,62.19,64.28,28.03,36623.0
3019,20260918,33.05,39.57,49.63,96150.0
3020,20260918,99.45,99.45,0.52,1634.0
3021,20260918,65.36,70.62,20.87,8562.0
3022,20260918,59.69,65.49,23.37,17384.0
3023,20260918,56.27,69.57,13.06,51462.0
3024,20260918,38.47,51.79,27.78,57070.0
3025,20260918,12.38,23.47,55.87,41515.0
3026,20260918,38.95,57.33,28.67,70323.0
3027,20260918,33.48,42.51,40.72,47689.0
3028,20260918,38.47,43.11,43.72,55026.0
3029,20260918,35.27,41.67,43.49,65096.0
3030,20260918,50.96,57.42,28.67,35961.0
3031,20260918,58.01,61.06,30.97,17019.0
3032,20260918,44.3,52.0,30.95,33159.0
3033,20260918,32.9,39.53,42.18,96952.0
3034,20260918,60.45,71.73,14.39,90503.0
3035,20260918,23.03,28.79,58.23,114069.0
3036,20260918,78.47,83.18,10.39,86906.0
3037,20260918,70.19,77.83,12.89,308575.0
3038,20260918,33.31,41.3,41.79,49819.0
3039,20260918,17.71,33.29,31.87,5428.0
3040,20260918,64.84,68.42,21.79,23137.0
3041,20260918,22.09,26.0,58.23,69906.0
3042,20260918,47.29,53.94,34.01,93364.0
3043,20260918,14.4,19.69,53.83,54724.0
3044,20260918,69.01,79.67,9.1,36030.0
3045,20260918,90.36,92.96,4.38,59409.0
3046,20260918,46.74,55.03,32.96,19939.0
3047,20260918,15.07,20.29,62.35,67588.0
3048,20260918,41.8,48.16,41.18,80893.0
3049,20260918,43.36,46.9,39.03,118569.0
3050,20260918,42.21,51.79,32.92,42099.0
3051,20260918,25.55,33.52,44.48,66737.0
3052,20260918,48.01,57.81,22.26,48952.0
3053,20260918,27.94,54.35,24.71,1490.0
3054,20260918,85.16,88.4,6.38,3394.0
3055,20260918,56.05,64.46,24.55,28106.0
3056,20260918,27.36,33.58,43.41,71625.0
3057,20260918,32.89,34.49,46.32,37319.0
3058,20260918,15.15,21.78,54.0,49847.0
3059,20260918,19.19,23.38,59.87,95746.0
3060,20260918,12.43,19.89,54.39,70106.0
3062,20260918,15.87,23.86,58.04,72197.0
3064,20260918,60.15,63.47,20.34,2938.0
3065,20260918,78.86,83.62,7.37,1471.0
3066,20260918,68.99,72.06,15.3,4947.0
3067,20260918,63.62,71.33,9.61,756.0
3069,20260918,35.56,35.56,45.77,1424.0
3070,20260918,18.25,51.25,14.26,172.0
3071,20260918,56.15,58.14,31.8,11187.0
3072,20260918,0.0,0.0,49.25,58.0
3073,20260918,37.94,57.71,24.52,4159.0
3075,20260918,70.68,70.68,20.9,431.0
3076,20260918,53.02,53.02,8.59,31.0
3077,20260918,0.0,0.0,64.41,90.0
3078,20260918,28.88,37.29,48.07,59195.0
3079,20260918,19.24,32.06,42.22,4366.0
3081,20260918,29.87,46.55,27.64,75673.0
3082,20260918,0.0,0.0,58.5,66.0
3083,20260918,53.1,56.61,33.94,8803.0
3084,20260918,0.0,0.0,56.17,225.0
3085,20260918,87.92,89.64,4.76,2913.0
3086,20260918,83.02,85.25,9.16,7986.0
3087,20260918,97.95,97.95,1.85,443.0
3088,20260918,38.23,48.48,34.56,16840.0
3090,20260918,54.48,60.78,31.81,72113.0
3091,20260918,0.0,0.0,99.97,95.0
3092,20260918,30.3,37.53,41.37,32043.0
3093,20260918,71.63,76.46,17.43,7823.0
3094,20260918,14.98,22.92,57.32,41688.0
3095,20260918,41.42,54.41,27.53,25359.0
3096,20260918,38.62,50.21,23.93,666.0
3097,20260918,81.35,86.88,4.49,635.0
3098,20260918,0.0,0.0,50.06,76.0
3099,20260918,23.21,37.62,30.59,13803.0
3105,20260918,48.25,53.97,35.31,132331.0
3114,20260918,41.34,52.64,31.66,7872.0
3115,20260918,85.38,86.25,5.48,17844.0
3116,20260918,83.52,83.52,9.77,18.0
3117,20260918,42.7,56.12,22.35,1512.0
3118,20260918,18.48,37.74,34.05,41910.0
3122,20260918,15.84,26.58,52.41,46114.0
3126,20260918,31.84,44.06,20.16,2745.0
3128,20260918,23.78,31.24,48.84,49108.0
3130,20260918,49.3,55.76,32.76,7384.0
3131,20260918,31.8,48.3,23.38,30696.0
3133,20260918,46.91,63.27,13.81,492.0
3135,20260918,42.41,48.25,40.6,20246.0
3137,20260918,0.0,0.0,27.46,80.0
3138,20260918,18.98,27.5,57.52,31731.0
3141,20260918,16.79,28.74,52.2,31748.0
3142,20260918,38.74,51.28,18.25,5169.0
3146,20260918,0.0,0.0,4.79,16.0
3147,20260918,47.6,55.04,27.64,7410.0
3149,20260918,19.37,26.34,55.02,67405.0
3150,20260918,46.28,53.97,21.05,5741.0
3151,20260918,26.17,36.97,37.42,656.0
3152,20260918,28.23,43.75,34.82,8806.0
3158,20260918,23.41,36.05,22.43,1753.0
3159,20260918,20.39,28.6,35.37,483.0
3161,20260918,82.62,95.15,2.9,179.0
3162,20260918,55.83,60.47,25.96,14853.0
3163,20260918,17.59,27.84,56.51,99424.0
3164,20260918,40.03,55.29,27.61,22729.0
3166,20260918,94.66,96.38,1.63,98.0
3167,20260918,41.67,55.54,23.51,27458.0
3168,20260918,66.9,75.46,11.66,2527.0
3169,20260918,30.16,36.54,41.17,27631.0
3171,20260918,71.98,76.93,14.61,2271.0
3176,20260918,30.45,37.3,39.73,45617.0
3177,20260918,60.86,75.32,16.75,205.0
3178,20260918,61.31,65.78,23.03,4318.0
3179,20260918,16.07,30.35,9.78,110.0
3184,20260918,47.66,55.91,27.2,3631.0
3185,20260918,0.0,0.0,19.16,32.0
3186,20260918,77.49,77.49,17.64,2283.0
3188,20260918,68.44,75.89,12.34,7343.0
3189,20260918,65.38,71.99,19.95,145670.0
3190,20260918,71.03,74.69,2.31,59.0
3191,20260918,47.59,54.39,27.15,18247.0
3192,20260918,0.0,0.0,20.84,7.0
3193,20260918,0.0,0.0,99.98,13.0
3194,20260918,54.0,73.46,7.57,157.0
3196,20260918,0.0,0.0,100.0,2.0
3202,20260918,19.46,24.59,52.83,37700.0
3205,20260918,61.71,66.31,19.17,31237.0
3206,20260918,42.69,55.24,29.06,23275.0
3207,20260918,22.48,37.53,32.81,21300.0
3208,20260918,46.49,46.49,22.7,107.0
3209,20260918,34.05,42.29,40.11,56749.0
3211,20260918,39.18,47.92,41.95,83299.0
3212,20260918,0.0,0.0,25.0,13.0
3213,20260918,16.7,27.17,48.55,46874.0
3216,20260918,0.0,0.0,99.99,5.0
3217,20260918,31.08,41.92,42.91,15896.0
3218,20260918,49.12,55.87,33.38,18128.0
3219,20260918,76.33,80.83,10.97,3630.0
3221,20260918,9.12,24.97,59.09,48827.0
3222,20260918,0.0,0.0,99.99,11.0
3223,20260918,0.0,0.0,3.92,31.0
3224,20260918,63.53,71.94,15.21,16498.0
3226,20260918,71.01,87.55,3.5,1245.0
3227,20260918,25.47,38.96,44.35,56995.0
3228,20260918,19.58,24.32,55.54,34371.0
3229,20260918,67.46,70.72,20.06,10760.0
3230,20260918,46.5,53.57,30.41,19551.0
3231,20260918,66.76,70.93,21.75,338794.0
3232,20260918,43.96,58.4,22.32,14687.0
3233,20260918,0.0,0.0,77.67,38.0
3234,20260918,27.45,34.92,45.98,42807.0
3236,20260918,26.46,30.02,56.83,64518.0
3237,20260918,0.0,0.0,63.84,104.0
3239,20260918,0.0,94.47,5.52,9.0
3240,20260918,99.94,99.94,0.04,3.0
3252,20260918,66.99,79.34,12.23,2635.0
3257,20260918,37.1,43.69,41.08,28721.0
3258,20260918,7.58,10.19,70.79,91908.0
3259,20260918,62.66,71.01,15.18,3835.0
3260,20260918,30.28,35.9,50.96,139728.0
